"Title","Developer(s)","Publisher(s)","Release date","Ref."
"OK K.O.! Let's Play Heroes","Capybara Games","Cartoon Network Games","November 2, 2018",""
"Okinawa Rush","Sokaikan","No Gravity Games","October 28, 2021",""
"OkunoKa","Luce Games","Luce Games","November 30, 2018","[577]"
"OkunoKa Madness","Caracal Games","Ignition Publishing","September 8, 2020","[578]"
"Okuri Inu","Mebius","Shannon","July 12, 2018","[579]"
"Old Man's Journey","Broken Rules","Broken Rules","February 20, 2018",""
"Old School Musical","La Moutarde","JP: Worker BeeWW: Playdius","September 13, 2018","[580][581]"
"Olija","Skeleton Crew","Devolver Digital","January 28, 2021","[582]"
"OlliOlli: Switch Stance","Roll7","Gambitious","February 14, 2019",""
"OlliOlli World","Roll7","Private Division","February 8, 2022",""
"Olympia Soiree","Idea Factory","JP: Idea FactoryWW: Aksys Games","April 16, 2020","[583]"
"Olympic Games Tokyo 2020 - The Official Video Game","Sega","Sega","July 24, 2019",""
"Omega Labyrinth Life","Matrix Software","D3 Publisher","August 1, 2019","[584]"
"Omensight: Definitive Edition","Spearhead Games","Spearhead Games","December 13, 2018",""
"OMG Police: Car Chase TV Simulator","Pizza Gaming","Red Deer Games","April 20, 2020","[585][586]"
"OmoTomO","Forever Entertainment","Forever Entertainment","January 29, 2020","[167][461]"
"Omori","Omocat","Playism","2022",""
"One Eyed Kutkh","Sometimes You","Sometimes You","March 9, 2018","[587]"
"One Finger Death Punch 2","Silver Dollar Games","JP: Rainy FrogWW: Silver Dollar Games","February 26, 2020","[588][589]"
"One Hand Clapping","Bad Dream Games","HandyGames","2021","[590]"
"One More Dungeon","Ratalaika Games","Ratalaika Games","December 14, 2017","[591]"
"One Night Stand","Kinmoku","Ratalaika Games","October 4, 2019",""
"One Piece: Pirate Warriors 3 Deluxe Edition","Omega Force","Bandai Namco Entertainment","December 21, 2017",""
"One Piece: Pirate Warriors 4","Omega Force, Koei Tecmo","Bandai Namco Entertainment","March 26, 2020",""
"One Piece: Unlimited World Red Deluxe Edition","Ganbarion","Bandai Namco Entertainment","August 24, 2017",""
"OneShot","Future Cat","Dangen Entertainment","2022","[592]"
"One Step From Eden","Thomas Moon Kang","Humble Bundle Presents","March 26, 2020","[593][594]"
"One Way Heroics Plus","Smoking Wolf","Playism","June 18, 2020","[595]"
"One-Way Ticket","Light & Digital Technology","Zodiac Interactive","November 28, 2019","[596][597]"
"Oniken: Unstoppable Edition","JoyMasher","JP: EastAsiaSoftWW: Digerati","February 8, 2019",""
"Onimusha: Warlords Remaster","Capcom","Capcom","December 20, 2018",""
"Oninaki","Tokyo RPG Factory","Square Enix","August 22, 2019",""
"Onirike","Devilish Games","Badland Publishing","June 29, 2021","[598]"
"On Your Tail","Memorable Games","The Powell Group","November 21, 2024",""
"Ooblets","Glumberland","Glumberland","September 1, 2022",""
"Operation Hardcore","Cosmocat","Greenlight Games","June 1, 2018","[599]"
"Operencia: The Stolen Sun","Zen Studios","Zen Studios","March 31, 2020","[600][601]"
"OPUS: The Day We Found Earth","Sigono","Flyhigh Works","November 30, 2017",""
"OPUS: Rocket of Whispers","Sigono","Flyhigh Works","March 22, 2018",""
"Orangeblood","Grayfax Software","Playism","October 1, 2020","[602]"
"Ord.","Mujo Games","Ratalaika Games","November 5, 2020",""
"Order Land!","Poisoft","Poisoft","September 28, 2017","[603]"
"Ori and the Blind Forest","Moon Studios","iam8bit","September 27, 2019",""
"Ori and the Will of the Wisps","Moon Studios","iam8bit","September 17, 2020",""
"Ori Collector's EditionOri the Collection","Moon Studios","Xbox Game Studios","October 21, 2021",""
"The Origin: Blind Maid","Warani Studios","Badland Publishing","2021","[604]"
"Orn: The Tiny Forest Sprite","Five12 Games","Five12 Games","January 24, 2020","[167][461]"
"Oshiri Tantei: Pupu Mirai no Meitantei Toujou!","Nippon Columbia","Nippon Columbia","November 4, 2021","[605]"
"Osyaberi! Horijyo!","Clouds Play Company","Clouds Play Company","March 8, 2018","[606]"
"Othello","Arc System Works","Arc System Works","March 3, 2017",""
"Othercide","Lightbulb Crew","Focus Home Interactive","September 10, 2020","[607]"
"The Otterman Empire","Tri-Heart Interactive","Tri-Heart Interactive","July 2, 2020",""
"OTTTD: Over The Top Tower Defense","SMG Studios","SMG Studios","May 6, 2019","[296][297]"
"Our Battle Has Just Begun! Episode 1","Vridge","Vridge","July 15, 2021","[608]"
"Our Two Bedroom Story","Voltage","Voltage","May 7, 2020","[119][120][609]"
"Our World is Ended","Red Entertainment","PQube","February 28, 2019","[37][38]"
"Out There: Ω The Alliance","Raw Fury","Raw Fury","April 9, 2019",""
"Outbuddies DX","Julian Laufer","JP: Chorus WorldwideWW: Headup Games","June 5, 2020","[359][360][610]"
"Outer Wilds","Mobius Digital","Annapurna Interactive","TBA",""
"The Outer Worlds","Obsidian Entertainment","Private Division","June 5, 2020",""
"Outlast","Red Barrels","Red Barrels","February 27, 2018",""
"Outlast 2","Red Barrels","Red Barrels","March 27, 2018",""
"Out of Line","Nerd Monkeys","JP: H2 InteractiveWW: Hatinh Interactive","July 7, 2021","[611]"
"Overboard!","inkle","inkle","June 2, 2021",""
"Overcooked! All You Can Eat","Ghost Town Games","Team17","March 23, 2021",""
"Overcooked! Special Edition","Ghost Town Games","Team17","July 27, 2017",""
"Over the Alps","Stave Studios","Stave Studios","August 25, 2020","[612]"
"Overcooked! 2","Ghost Town Games","Team17","August 7, 2018",""
"Overland","Finji","Finji","September 19, 2019",""
"Overlord: Escape from Nazarick","Engines","Kadokawa Games","June 16, 2022",""
"Overpass","Zordix","Bigben Interactive","February 12, 2020","[613][614]"
"Override: Mech City Brawl","Modus Studios Brazil","JP: 3gooWW: Modus Games","October 15, 2019",""
"Override 2: Super Mech League","Modus Studios Brazil","JP: Oizumi AmuzioWW: Modus Games","December 22, 2020",""
"Overwatch","Blizzard Entertainment, Iron Galaxy","Blizzard Entertainment","October 15, 2019",""
"Overwatch 2","Blizzard Entertainment, Iron Galaxy","Blizzard Entertainment","TBA",""
"Overwhelm","Ruari O'Sullivan","Alliance","April 4, 2019","[369][370]"
"Owlboy","D-Pad Studio","D-Pad Studio","February 13, 2018",""
"Oxenfree","Night School Studio","Night School Studio","October 6, 2017",""
"Oxenfree II: Lost Signals","Night School Studio","MWM Interactive","2022",""
"Ozmafia Vivace","Poni-Pachet","Dramatic Create","August 27, 2020","[615]"
"Pac-Man Championship Edition 2 Plus","Bandai Namco Studios","Bandai Namco Entertainment","February 22, 2018",""
"Pac-Man Mega Tunnel Battle: Chomp Champs","Amber Studio","Bandai Namco Entertainment","May 9, 2024",""
"Pac-Man Museum +","Bandai Namco Entertainment","Bandai Namco Entertainment","May 26, 2022",""
"Pac-Man World Re-Pac","Bandai Namco Entertainment","Bandai Namco Entertainment","August 26, 2022",""
"Packet Queen #","Infoarise","Studio F-Sharp","March 1, 2018","[616]"
"The Padre","Shotgun With Glitters","Feardemic","April 18, 2019","[37][38]"
"Paint the Town Red","South East Games","South East Games","June 29, 2021","[617]"
"Paint Your Pet","Ultimate Games","Ultimate Games","July 30, 2020","[618][619]"
"Paladins","Evil Mojo Games","Hi-Rez Studios","June 12, 2018",""
"Palia","Singularity 6","Singularity 6","December 14, 2023","[620]"
"Pan-Pan: A Tiny Big Adventure","Spelkraft","Circle Entertainment","September 14, 2017","[621]"
"Panda Hero","Treva Entertainment","Treva Entertainment","November 22, 2018",""
"Panda Jump","GameCo Mobile","Digital Game Group","September 4, 2020","[622]"
"Pandemic","Z-Man Games","Asmodee","August 1, 2019","[623]"
"Pang Adventures","Dotemu","Dotemu","January 3, 2019",""
"Pangeon","Skrypious","Ultimate Games, Gaming Factory","July 14, 2020","[624]"
"Pankapu","Too Kind Studio","Playdius Entertainment","September 28, 2017","[625]"
"Panorama Cotton","Success","JP: SunsoftWW: Inin Games","October 29, 2021",""
"Panty Party","Animu Game","Cosen","April 25, 2019","[626]"
"Panzer Dragoon: Remake","MegaPixel Studios","Forever Entertainment","March 26, 2020",""
"Panzer Paladin","Tribute Games","Tribute Games","July 21, 2020",""
"Papa's Quiz","Old Apes","Old Apes","July 30, 2021",""
"Paper Mario: The Origami King","Intelligent Systems","Nintendo","July 17, 2020",""
"Paper Mario: The Thousand-Year Door","Intelligent Systems","Nintendo","May 23, 2024","[627]"
"Paper Wars: Cannon Fodder Devastated","iFun4all","iFun4all","March 1, 2018","[628]"
"Papetura","Petums","Feardemic","December 1, 2022",""
"Paradigm Paradox","Idea Factory","Idea Factory","May 27, 2021","[313]"
"Paradise Killer","Kaizen Game Works","JP: LeofulWW: Fellow Traveller","September 4, 2020",""
"Paradox Soul","GrabTheGames, Ritual Games","Ratalaika Games","July 5, 2019","[629][630][631]"
"Paleo Pines","Italic Pig","Modus Games","September 26, 2023","[632]"
"Paratopic","Baltoro Games","Baltoro Games","August 21, 2020","[633][634]"
"Parfait Remake","Giga, Dai","Entergram","November 25, 2021","[635]"
"The Park","Funcom","Funcom","October 22, 2019",""
"Parking Madness","Inlogic","11Sheep","August 23, 2020","[636]"
"Part Time UFO","HAL Laboratory","Nintendo","October 28, 2020",""
"Party Animals","Recreate Games","Recreate Games","TBA","[637]"
"Party Arcade","FarSight Studios","Planet Entertainment","December 13, 2018","[638][639]"
"Party Crashers","Giant Margarita","Giant Margarita","October 4, 2018",""
"Party Crasher Simulator","Glob Games Studio","Glob Games Studio","2022",""
"Party Golf","Giant Margarita","Giant Margarita","October 19, 2017",""
"Party Hard","Pinokl Games","TinyBuild","November 22, 2018",""
"Party Hard 2","Pinokl Games","TinyBuild","September 8, 2020",""
"Party Planet","Teyon","JP: Digital BardsNA: MastiffEU: Teyon","December 12, 2017","[640][641]"
"Passpartout 2: The Lost Artist","Flamebait Games","Happinet","October 19, 2023","[642]"
"The Pathless","Giant Squid","Annapurna Interactive","February 2, 2023",""
"Path to Mnemosyne","Devilish Games","JP: DredgerWW: Hidden Trap","April 16, 2019","[37][38][643]"
"Pato Box","Bromio","Bromio","July 9, 2018","[644][645]"
"Paw Patrol: Grand Prix","3DClouds","Outright Games","September 30, 2022",""
"Paw Patrol: On a Roll","Torus Games","Outright Games","October 26, 2018",""
"Paw Patrol The Movie: Adventure City Calls","Drakhar Studio","Outright Games","August 13, 2021",""
"Payday 2","Overkill Software","Starbreeze Studios","February 23, 2018",""
"PBA Pro Bowling","FarSight Studios","FarSight Studios","October 22, 2019","[646]"
"PBA Pro Bowling 2021","FarSight Studios","FarSight Studios","December 21, 2020","[647][648]"
"PC Building Simulator","Irregular Corporation","Irregular Corporation","August 13, 2019",""
"Peaky Blinders: Mastermind","FuturLab","Curve Digital","August 20, 2020","[649]"
"The Pedestrian","Skookum Arts","Skookum Arts","TBA",""
"Penguin Wars","City Connection","JP: City ConnectionWW: Dispatch Games","September 21, 2017",""
"Penny-Punching Princess","Nippon Ichi Software","NIS America","March 30, 2018","[294]"
"Peppa Pig: World Adventures","Petoons Studio","Outright Games","March 17, 2023","[650]"
"Pepper Grinder","Ahr Ech","Devolver Digital","March 28, 2024",""
"Perception","Deep End Games","Deep End Games","October 31, 2017",""
"Percy's Predicament Deluxe","Maestro Interactive","Maestro Interactive","February 7, 2019","[144]"
"Perfect Angle","Ivanovich Games","Ivanovich Games","May 3, 2018","[651]"
"The Persistence","Firesprite Games","Firesprite Games","May 21, 2020","[652][653]"
"Persona 3 Portable","Atlus","Sega","January 19, 2023",""
"Persona 4 Arena Ultimax","Arc System Works, P-Studio","Atlus","March 17, 2022",""
"Persona 4 Golden","Atlus","Sega","January 19, 2023",""
"Persona 5 Royal","P-Studio","Atlus","October 21, 2022",""
"Persona 5 Strikers","Omega Force, P-Studio","JP: AtlusWW: Koei Tecmo","February 20, 2020",""
"Persona 5 Tactica","P-Studio","JP: AtlusWW: Sega","November 17, 2023","[654]"
"Petadachi","Atooi","Atooi","2022","[655]"
"Petal Crash","Friend & Fairy","GalaxyTrail","October 12, 2020","[656]"
"Pew Paw","Oaky Games","Drageus Games","June 12, 2020","[657][658]"
"PGA Tour 2K21","HB Studios","2K Sports","August 21, 2020",""
"Phantasy Star Online 2","Sega","Sega","April 4, 2018",""
"Phantasy Star Online 2: New Genesis","Sega","Sega","June 9, 2021",""
"Phantom Breaker: Battle Grounds Overdrive","Mages","Mages","December 7, 2017",""
"Phantom Breaker: Omnia","GameLoop, Mages","Rocket Panda Games","March 15, 2022",""
"Phantom Trigger","Bread Team","TinyBuild","August 10, 2017","[659]"
"Phoenix Wright: Ace Attorney Trilogy","Capcom","Capcom","February 21, 2019",""
"Phoenotopia: Awakening","Cape Cosmic","Cape Cosmic","August 20, 2020","[660]"
"Phogs!","Bit Loom Games","Coatsink","December 3, 2020","[661]"
"Photon Cube","Smile Axe","Smile Axe","June 29, 2017","[662]"
"Phrasefight","VeryOK","Mediascape","December 20, 2018","[663]"
"Physical Contact: 2048","Collavier Corporation","Collavier Corporation","September 7, 2017","[664]"
"Physical Contact: Picture Place","Collavier Corporation","Collavier Corporation","September 28, 2017","[665]"
"Physical Contact: Speed","Collavier Corporation","Collavier Corporation","June 29, 2017","[666]"
"Pianista: The Legendary Virtuoso","Superb","Superb","October 25, 2018","[667][668]"
"Pic-a-Pix Deluxe","Lightwood Games","JP: Rainy FrogWW: Lightwood Games","January 4, 2018","[669]"
"Pico Park","TecoPark","TecoPark","June 8, 2019","[670]"
"Picontier","Skipmore","Flyhigh Works","TBA","[671]"
"Picross Lord of the Nazarick","Jupiter Corporation","Jupiter Corporation","July 25, 2019","[672]"
"Picross S","Jupiter Corporation","Jupiter Corporation","September 28, 2017",""
"Picross S2","Jupiter Corporation","Jupiter Corporation","August 2, 2018",""
"Picross S3","Jupiter Corporation","Jupiter Corporation","April 25, 2019",""
"Picross S4","Jupiter Corporation","Jupiter Corporation","April 23, 2020",""
"Picross S5","Jupiter Corporation","Jupiter Corporation","November 26, 2020",""
"Picross S6","Jupiter Corporation","Jupiter Corporation","April 22, 2021",""
"Picross S7","Jupiter Corporation","Jupiter Corporation","December 23, 2021",""
"Picross S8","Jupiter Corporation","Jupiter Corporation","September 29, 2022",""
"Picross S9","Jupiter Corporation","Jupiter Corporation","April 27, 2023",""
"Picross S+","Jupiter Corporation","Jupiter Corporation","February 29, 2024","[673]"
"Picross S: Mega Drive & Mark III Edition","Jupiter Corporation","Jupiter Corporation","August 5, 2021","[674]"
"Pictooi","Jupiter Corporation","Jupiter Corporation","July 2, 2021","[675]"
"Piczle Puzzle Pack 3-in-1","Score Studios","Rainy Frog","April 25, 2019",""
"Piffle: A Cat Puzzle Adventure","Hipster Whale","Hipster Whale","September 2, 2020","[676][677]"
"Pig Eat Ball","Mommy's Best Games","Mommy's Best Games","October 18, 2019","[678]"
"Pika Pika Nurse Monogatari: Shounika wa Itsumo Oosawagi","Nippon Columbia","Nippon Columbia","April 2, 2020","[679]"
"Pikmin 1","Nintendo","Nintendo","June 21, 2023",""
"Pikmin 2","Nintendo","Nintendo","June 21, 2023",""
"Pikmin 3 Deluxe","Nintendo, Eighting","Nintendo","October 30, 2020",""
"Pikmin 4","Nintendo EPD","Nintendo","July 21, 2023","[680]"
"Pikuniku","Sectordub","Devolver Digital","January 24, 2019",""
"Pile Up!","Seed by Seed","Seed by Seed","TBA","[681]"
"Pillar","Michael Hicks","Michael Hicks","March 5, 2019","[337]"
"Pillars of Eternity","Obsidian Entertainment","Versus Evil","August 8, 2019",""
"The Pinball Arcade","FarSight Studios","FarSight Studios","May 10, 2018",""
"Pinball FX 3","Zen Studios","Zen Studios","December 12, 2017",""
"Pinball Lockdown","Onteca","Onteca","June 5, 2020","[359][360]"
"Pinchcliffe Grand Prix","Ravn Studio, Invictus Games","Zordix","November 4, 2021","[682]"
"Pine","Twirlbound","Kongregate","November 26, 2019",""
"Ping Pong Trick Shot Evolution","Starsign","Starsign","January 31, 2019","[144]"
"Pinstripe","Atmos Games","JP: BeepWW: Serenity Forge","October 25, 2018",""
"Piofiore: Episodio 1926","Idea Factory","JP: Idea FactoryWW: Aksys Games","October 8, 2020","[683]"
"Piofiore: Fated Memories","Design Factory","JP: Idea FactoryWW: Aksys Games","July 25, 2019","[684]"
"Pirates 7","773","Mediascape","July 25, 2019","[685]"
"Pix the Cat","Pasta Games","Pasta Games","August 8, 2019",""
"PixArk","Studio Wildcard","Studio Wildcard","May 31, 2019",""
"Pixboy","Oaky Games","Forever Entertainment","June 11, 2020","[686]"
"PixelJunk Eden 2","Q-Games","Q-Games","December 10, 2020",""
"PixelJunk Monsters 2","Q-Games","Spike Chunsoft","May 24, 2018",""
"Pixel Action Heroes","Cypronia","Cypronia","July 30, 2018","[687]"
"Pixel Devil and the Broken Cartridge","Level Evil","Black Sun Game Publishing","February 27, 2019","[41]"
"Pizza Parking","I.V.O Games","I.V.O Games","February 7, 2019","[41]"
"Pizza Simulator","Gaming Factory","Gaming Factory","2021","[688]"
"Pizza Tower","Tour De Pizza","Tour De Pizza","August 27, 2024",""
"PJ Masks: Heroes of the Night","Petoons Studio","Outright Games","October 29, 2021","[689][690]"
"Plague Inc: Evolved","Ndemic Creations","Ndemic Creations","August 2, 2019",""
"Plague Road","Arcade Distillery","Arcade Distillery","December 7, 2017","[691]"
"A Plague Tale: Innocence","Asobo Studio","Focus Home Interactive","July 6, 2021",""
"A Plague Tale: Requiem","Asobo Studio","Focus Home Interactive","2022",""
"The Plane Effect","Studio Kiku, Innovina Interactive","PQube","August 12, 2021","[692]"
"Planet Alpha","Adrian Lazar","Team17","September 4, 2018","[693]"
"Planet of Lana","Wishfully Studios","Thunderful Publishing","April 16, 2024",""
"Planetarian: The Reverie of a Little Planet","Key","Prototype","January 31, 2019",""
"Planescape: Torment: Enhanced Edition","Beamdog","Skybound Games","October 15, 2019",""
"Plantera Deluxe","VaragtP","JP: Rainy FrogWW: Ratalaika Games","June 8, 2017","[694]"
"Plants vs. Zombies: Battle for Neighborville - Complete Edition","PopCap Games","Electronic Arts","March 19, 2021",""
"PlataGo! Super Platform Game Maker","Super Icon","PQube","June 13, 2019","[695][696]"
"Platinum Train","JContents","JContents","December 21, 2017","[697]"
"Please Be Happy","Studio Elan","Sekai Games","TBA","[698]"
"Please, Touch The Artwork","Thomas Waterzooi","Thomas Waterzooi","2022","[699]"
"The Plucky Squire","All Possible Futures","Devolver Digital","September 17, 2024",""
"Plumbers Don't Wear Ties","United Pixtures","Limited Run Games","March 5, 2024",""
"Pocket League Story","Kairosoft","Kairosoft","May 16, 2019",""
"Pocket Rumble","Cardboard Robot Games","Chucklefish","July 5, 2018","[527]"
"Pocky & Rocky Reshrined","Natsume Atari","JP: Natsume AtariWW: Natsume Inc.","April 21, 2022",""
"Pode","Henchman & Goon","Henchman & Goon","June 21, 2018",""
"Poi: Explorer Edition","PolyKid","Alliance Digital Media","October 24, 2017",""
"Poisoft Thud Card","Poisoft","Poisoft","March 1, 2018","[700]"
"Poison Control","Nippon Ichi Software","JP: Nippon Ichi SoftwareWW: NIS America","June 25, 2020",""
"Pokémon: Let's Go, Eevee!","Game Freak","The Pokémon Company, Nintendo","November 16, 2018",""
"Pokémon: Let's Go, Pikachu!","Game Freak","The Pokémon Company, Nintendo","November 16, 2018",""
"Pokémon Brilliant Diamond","ILCA","The Pokémon Company, Nintendo","November 19, 2021",""
"Pokémon Café Mix","Game Freak","Nintendo","June 23, 2020",""
"Pokémon Legends: Arceus","Game Freak","The Pokémon Company, Nintendo","January 28, 2022",""
"Pokémon Legends: Z-A","Game Freak","The Pokémon Company, Nintendo","2025",""
"Pokémon Mystery Dungeon: Rescue Team DX","Spike Chunsoft","The Pokémon Company, Nintendo","March 6, 2020",""
"Pokémon Quest","Game Freak","The Pokémon Company, Nintendo","May 29, 2018",""
"Pokémon Scarlet","Game Freak","The Pokémon Company, Nintendo","November 18, 2022",""
"Pokémon Shield","Game Freak","The Pokémon Company, Nintendo","November 15, 2019",""
"Pokémon Shining Pearl","ILCA","The Pokémon Company, Nintendo","November 19, 2021",""
"Pokémon Sword","Game Freak","The Pokémon Company, Nintendo","November 15, 2019",""
"Pokémon Unite","TiMi Studio Group","The Pokémon Company","July 21, 2021",""
"Pokémon Violet","Game Freak","The Pokémon Company, Nintendo","November 18, 2022",""
"Poker Club","Ripstone Games","Ripstone Games","TBA","[701]"
"Poker Hands","QuByte Interactive","QuByte Interactive","August 18, 2020","[702]"
"Pokkén Tournament DX","Bandai Namco Studios","The Pokémon Company, Nintendo","September 22, 2017",""
"Polandball: Can into Space","Alien Pixel Studios","Alien Pixel Studios","June 18, 2020","[703]"
"Police Stories","Mighty Morgan","HypeTrain Digital","September 19, 2019",""
"Poly Bridge","Dry Cactus","Dry Cactus","December 14, 2017",""
"PolyGod","Krafted Games","Krafted Games","August 17, 2018","[704]"
"Pong Quest","Chequered Ink","Atari","May 7, 2020","[119][120]"
"Ponpu","Purple Tree Studio","Zordix Publishing","November 29, 2020","[705]"
"Pool","Sabec","Sabec","February 20, 2018","[706]"
"Pool Billiard","OhRussia","D3 Publisher","February 15, 2018","[707]"
"Pool Panic","Rekim","Adult Swim Games","July 19, 2018","[708][709]"
"Pool Pro Gold","Inlogic Software","No Gravity Games","August 13, 2020","[710][711]"
"Poopdie: Chapter One","Bulbware","Bulbware","June 25, 2020","[712][713]"
"Poppy Playtime: Chapter 1","Mob Entertainment","Mob Entertainment","December 25, 2023",""
"Port Royale 4","Gaming Minds","Kalypso Media","September 25, 2020",""
"Portal Companion Collection","Valve","Valve","June 28, 2022",""
"Portal Knights","Keen Games","505 Games","November 23, 2017",""
"Postal Redux","Running with Scissors","MD Games","October 16, 2020",""
"Potata: Fairy Flower","Sabec","Sabec","May 28, 2020","[359][360]"
"Potato Flowers in Full Bloom","Pon Pon Games","Playism","2022","[714]"
"Potion Permit","MassHive Media","PQube","2021","[715]"
"Power Pro Kun Pocket R","Konami","Konami","November 25, 2021","[716]"
"Power Rangers: Battle for the Grid","nWay Games","Lionsgate Games","March 26, 2019",""
"Powertris","Red Dev Studio","No Gravity Games","October 1, 2020",""
"PowerWash Simulator","FuturLab","Square Enix Collective","January 31, 2023",""
"Prehistoric Dude","LightUp","Ratalaika Games","August 14, 2020","[717][718]"
"Premium Pool Arena","Iceflake Studios","Bigben Interactive","February 6, 2018","[719]"
"Pretty Princess Party","Nippon Columbia","JP: Nippon ColumbiaWW: Aksys Games","December 5, 2019",""
"The Prince of Landis","Lorestrome","Ratalaika Games S.L.","November 5, 2021",""
"Prince of Persia: The Lost Crown","Ubisoft Montpellier","Ubisoft","January 18, 2024","[720]"
"The Princess Guide","Nippon Ichi Software","JP: Nippon Ichi SoftwareWW: NIS America","March 8, 2018","[721]"
"Princess Maker: Faery Tales Come True","CFK","CFK","December 19, 2019","[722]"
"Princess Maker: Go! Go! Princess","CFK","CFK","December 12, 2019","[723]"
"Princess Peach: Showtime!","Good-Feel","Nintendo","March 22, 2024",""
"Prinny: Can I Really Be the Hero?","NIS America","NIS America","October 13, 2020",""
"Prinny 2: Dawn of Operation Panties, Dood!","NIS America","NIS America","October 13, 2020",""
"PriPara: All Idol Perfect Stage!","Syn Sophia","Tomy","March 22, 2018",""
"Prison Architect","Introversion Software","Introversion Software","August 20, 2018",""
"Prison Princess","Qureate","Qureate","January 30, 2020","[724]"
"Pro Baseball: Famista Evolution","Bandai Namco Studios","Bandai Namco Entertainment","August 2, 2018",""
"Pro Yakyuu Famista 2020","Bandai Namco","Bandai Namco","September 17, 2020",""
"The Procession to Calvary","Joe Richardson","Digerati","July 1, 2021","[725]"
"Professional Farmer: American Dream","UIG Entertainment","UIG Entertainment","November 28, 2019","[490][726]"
"Professor Lupo and his Horrible Pets","BeautiFun Games","BeautiFun Games","July 11, 2019","[727]"
"Professor Rubik's Brain Fitness","Magic Pockets","Microids","November 12, 2020","[493]"
"Proficient Paddles Deluxe","Cyclone Studios","Cyclone Studios","March 8, 2019","[728]"
"Project Highrise: Architect's Edition","Soma Sim","Kalypso Media","October 26, 2018",""
"Project Nimbus: Complete Edition","GameTomo","GameTomo","May 16, 2019","[224][225][729]"
"Project Warlock","Buckshot Software","Crunching Koalas","June 11, 2020","[657][658]"
"Project Winter","Other Ocean Interactive","Other Ocean Interactive","September 16, 2021","[730]"
"Projection: First Light","Shadowplay Studios, Sweaty Chair Studio","Blowfish Studios","September 29, 2020","[731]"
"ProtoCorgi","Kemono Games","Ravenscourt","TBA","[732]"
"Puchitto Cluster","Ullucus Heaven","Ullucus Heaven","April 2, 2020","[733]"
"Puddle Knights","Lockpickle","Lockpickle","October 8, 2020","[734]"
"Pulling no Punches","BrainDead Broccoli","QUByte Interactive","May 25, 2023","[735]"
"Pulstario","Fred Wood","Mokuzai Studio","December 23, 2019","[736]"
"Pumped BMX Pro","Yeah, Us!","Curve Digital","February 7, 2019",""
"Pumpkin Jack","Nicolas Meyssonnier","Headup Games","October 23, 2020","[737][738]"
"Punch Club","Lazy Bear Games","TinyBuild","May 24, 2018",""
"PuPaiPo Space Deluxe","BolHut","BolHut","January 23, 2020","[167][461]"
"Pui Pui Molcar Let's! Molcar Party!","Bandai Namco Studios","Bandai Namco Entertainment","December 16, 2021","[739]"
"Pupperazzi","Sundae Month","Kitfox Games","April 6, 2023",""
"Pups & Purrs: Animal Hospital","Nippon Columbia","Aksys Games","July 2, 2020","[740]"
"Pure / Electric Love ""What do you want?"" - Eri Kitami -","Dorasu","Dorasu","March 29, 2018","[741]"
"Pure Pool","VooFoo Studios","Ripstone","November 17, 2020",""
"Putty Pals","Harmonious Games","Harmonious Games","October 18, 2017","[742]"
"Puyo Puyo Champions","Sonic Team","Sega","May 7, 2019",""
"Puyo Puyo Tetris","Sonic Team","Sega","March 3, 2017",""
"Puyo Puyo Tetris 2","Sonic Team","Sega","December 8, 2020",""
"Puzzle Adventure Blockle","Intense","Intense","August 3, 2017","[743]"
"Puzzle Bobble Everybubble!","Taito","ININ Games","May 23, 2023",""
"Puzzle Box Maker","Bplus","Bplus","December 21, 2017","[744]"
"Puzzle & Dragons Gold","GungHo Online Entertainment","GungHo Online Entertainment","January 15, 2020",""
"Puzzle Puppers","Cardboard Keep","Cardboard Keep","February 20, 2018","[745]"
"Puzzle Quest: The Legend Returns","Infinity Plus 2","D3 Publisher","September 19, 2019",""
