"Title","Developer","Publisher","First released","JP","EU / PAL","NA"
"Teitoku no Ketsudan IV with Power-Up Kit","Koei","Koei","2004-02-26JP","✔","",""
"Tekken 4","Namco","NamcoJP, NA, Sony Computer EntertainmentEU","2002-03-28JP","✔","✔","✔"
"Tekken 5","Namco","Namco","2005-02-24NA","✔","✔","✔"
"Tekken Tag Tournament","Namco","NamcoJP, NA, Sony Computer EntertainmentEU","2000-03-30JP","✔","✔","✔"
"Telly Addicts","Ubisoft","Ubisoft","2007-11-23EU","","✔",""
"Tenchu: Fatal Shadows•Tenchu KurenaiAS, JP, KO","K2 LLC","FromSoftwareAS, JP, KO, SegaEU, NA","2004-07-22JP","✔AS, JP, KO","✔","✔"
"Tenchu: Wrath of Heaven•Tenchu SanJP•Tenchu 3: Wrath of HeavenKO","K2 LLC","FromSoftwareJP, KO, ActivisionEU, NA","2003-03-03NA","✔JP, KO","✔","✔"
"Tengai•Tengai Premium PackageKO","Psikyo","Taito","2005-07-29KO","✔KO","✔",""
"Tengai Makyō II: Manji Maru","Hudson Soft","Hudson Soft","2003-10-02JP","✔","",""
"Tengai Makyō III: Namida","Hudson Soft","Hudson Soft","2005-04-14JP","✔","",""
"Tenka-bito","Shade","Sega","2006-03-02JP","✔","",""
"Tenkuu Danzai Skelter Heaven","Design Factory","Idea Factory","2004-11-25JP","✔","",""
"Tennis Court Smash•Simple 2000 Series Vol. 8: The TennisJP","HuneX","D3 PublisherJP, AgetecEU","2002-09-12JP","✔","✔",""
"Tennis Masters Series 2003","Microids","Microids","2003-07-25EU","","✔",""
"Tennis no Oji-Sama: Card Hunter","WinkySoft","Konami","2007-02-22JP","✔","",""
"Tennis no Oji-Sama: DokiDoki Survival – Sanroku no Mystic","WinkySoft","Konami","2006-12-21JP","✔","",""
"Tennis no Oji-Sama: DokiDoki Survival – Umibe no Secret","WinkySoft","Konami","2007-01-25JP","✔","",""
"Tennis no Oji-Sama: Gakuensai no Oji-Sama","WinkySoft","Konami","2005-12-22JP","✔","",""
"Tennis no Oji-Sama: Kiss of Prince Flame","WinkySoft","Konami","2003-10-30JP","✔","",""
"Tennis no Oji-Sama: Kiss of Prince Ice","WinkySoft","Konami","2003-10-30JP","✔","",""
"Tennis no Oji-Sama: Love of Prince Bitter","WinkySoft","Konami","2004-02-12JP","✔","",""
"Tennis no Oji-Sama: Love of Prince Sweet","WinkySoft","Konami","2004-02-12JP","✔","",""
"Tennis no Oji-Sama: Rush & Dream!","Konami","Konami","2004-12-09JP","✔","",""
"Tennis no Oji-Sama: Saikyou Team o Kessei Seyo!","Konami","Konami","2004-09-16JP","✔","",""
"Tennis no Oji-Sama: Smash Hit!","Konami","Konami","2003-07-24JP","✔","",""
"Tennis no Oji-Sama: Smash Hit! 2","Konami","Konami","2003-12-18JP","✔","",""
"Tennis no Oji-Sama: Sweat & Tears 2","Konami","Konami","2003-09-25JP","✔","",""
"Tenohirao, Taiyouni: Eikyuu no Kizuna","PrincessSoft","PrincessSoft","2004-03-25JP","✔","",""
"Tensai Bit-Kun: Gramon Battle","Tose","Taito","2003-09-18JP","✔","",""
"Tensei Hakkenshi Fuumaroku","Vridge","Success","2006-06-08JP","✔","",""
"Tenshi no Present - Marl Ōkoku Monogatari","Nippon Ichi Software","Nippon Ichi Software","2000-12-21JP","✔","",""
"Tenshou Gakuen Gekkouroku","Asmik Ace","Asmik Ace","2006-11-22JP","✔","",""
"Tenshou Gakuen Gensouroku","Asmik Ace","Asmik Ace","2004-05-27JP","✔","",""
"Tentama: 1st Sunnyside","KID","KID","2003-10-30JP","✔","",""
"Tentama 2: Wins","KID","KID","2004-02-26JP","✔","",""
"Terminator 3: The Redemption","Paradigm Entertainment","Atari","2004-09-02NA","✔","✔","✔"
"Terminator 3: Rise of the Machines","Black Ops Entertainment","Atari","2003-11-11NA","✔","✔","✔"
"Terminator: Dawn of Fate","Paradigm Entertainment","Infogrames","2002-09-16NA","","✔","✔"
"Test Drive•TD Overdrive: The Brotherhood of SpeedEU","Pitbull Syndicate","Atari","2002-05-28NA","","✔","✔"
"Test Drive: Eve of Destruction•Driven to DestructionEU","Monster Games","Atari","2004-09-07NA","","✔","✔"
"Test Drive Off-Road: Wide Open•Off-Road Wide OpenEU","Angel Studios","Infogrames","2001-08-24NA","","✔","✔"
"Test Drive Unlimited","Melbourne House","Atari","2007-03-16PAL","","✔","✔"
"Tetris Worlds","Blue Planet Software","THQ","2002-03-20NA","","✔","✔"
"Tetris: Kiwame Michi•SuperLite 2000 Puzzle: Tetris: Kiwame MichiEU","Blue Planet Software","THQ","2003-12-18JP","✔","",""
"Tetsu 1: Densha de Battle!","Vingt-et-un Systems","Syscom","2001-07-05JP","✔","",""
"Tetsujin 28-go","Sandlot","Bandai","2004-07-01JP","✔","",""
"Theme Park Roller Coaster•Theme Park WorldEU•Theme Park 2001JP","Bullfrog Productions","Electronic Arts","2000-12-04NA","✔","✔","✔"
"They Came from the Skies","Midas Interactive Entertainment","Midas Interactive Entertainment","2007-08-24EU","","✔",""
"The Thing•Yuusei Kara no Buutai X: Episode IIJP","Computer Artworks","Black Label GamesEU, NA, KonamiJP","2002-08-20NA","✔","✔","✔"
"Thomas & Friends: A Day at the Races","Blast! Entertainment Ltd","Blast! Entertainment Ltd","2007-08-24EU","","✔",""
"Thread Colors: Sayonara no Mukougawa","HuneX","D3 Publisher","2002-11-14JP","✔","",""
"Thrillville","Frontier Developments","LucasArtsNA, AtariPAL","2006-11-21NA","","✔","✔"
"Thrillville: Off the Rails","Frontier Developments","LucasArts","2007-10-09NA","","✔","✔"
"Thunder Force VI","Sega","Sega","2008-10-30JP","✔","",""
"Thunderbirds","Pukka Games","Blast! Entertainment Ltd","2007-07-06EU","","✔",""
"Thunderstrike: Operation Phoenix•Thunderhawk: Operation PhoenixEU","Core Design","Eidos Interactive","2001-10-12EU","✔","✔","✔"
"Tiger Woods PGA Tour 06","EA Redwood Shores","EA Sports","2005-09-20NA","✔","✔","✔"
"Tiger Woods PGA Tour 07","EA Redwood Shores","EA Sports","2006-09-21PAL","✔","✔","✔"
"Tiger Woods PGA Tour 08","EA Tiburon","EA Sports","2007-08-28NA","","✔","✔"
"Tiger Woods PGA Tour 09","EA Tiburon","EA Sports","2008-08-26NA","","✔","✔"
"Tiger Woods PGA Tour 10","EA Tiburon","EA Sports","2009-06-08NA","","✔","✔"
"Tiger Woods PGA Tour 2001","EA Redwood Shores","EA Sports","2001-02-26NA","✔","✔","✔"
"Tiger Woods PGA Tour 2002","EA Redwood Shores","EA Sports","2002-02-24NA","✔","✔","✔"
"Tiger Woods PGA Tour 2003","EA Redwood Shores","EA Sports","2002-10-27NA","","✔","✔"
"Tiger Woods PGA Tour 2004","EA Redwood Shores","EA Sports","2003-09-22NA","","✔","✔"
"Tiger Woods PGA Tour 2005","EA Redwood Shores","EA Sports","2004-09-20NA","","✔","✔"
"Tim Burton's The Nightmare Before Christmas: Oogie's Revenge•Tim Burton's The Nightmare Before Christmas: Boogy no GyakushuuJP","Capcom","CapcomJP, Buena Vista GamesEU, NA","2004-10-21JP","✔","✔","✔"
"Time Crisis II","Namco","NamcoJP, NA, Sony Computer EntertainmentEU","2001-10-01NA","✔","✔","✔"
"Time Crisis 3","Nextech","NamcoJP, NA, Sony Computer EntertainmentEU","2003-10-21NA","✔","✔","✔"
"Time Crisis: Crisis Zone•Crisis ZonePAL","Namco","NamcoKO, NA, Sony Computer EntertainmentPAL","2004-09-17PAL","✔KO","✔","✔"
"TimeSplitters","Free Radical Design","Eidos Interactive","2000-10-26NA","","✔","✔"
"TimeSplitters 2•TimeSplitter: Jikuu no ShinryakushaJP","Free Radical Design","Eidos Interactive","2002-10-08NA","✔JP, KO","✔","✔"
"TimeSplitters: Future Perfect","Free Radical Design","EA Games","2005-03-21NA","","✔","✔"
"Tir Na Nog: Yuukyuu no Jin","SystemSoft","SystemSoft","2009-04-29JP","✔","",""
"Titeuf: Mega Compet","Eden Studios","Atari","2004-09-24EU","","✔",""
"TMNT","Ubisoft Montreal","Ubisoft","2007-03-20NA","","✔","✔"
"TNA Impact!","Midway Games","Midway Games","2008-09-09NA","","✔","✔"
"To Heart 2","Leaf","Aquaplus","2004-12-28JP","✔","",""
"TOCA Race Driver 2•V8 Supercars Australia 2AU","Codemasters","CodemastersNA, PAL, InterchannelJP","2004-10-05NA","✔","✔","✔"
"TOCA Race Driver 3•DTM Race Driver 3EU•V8 Supercars 3AU","Codemasters","CodemastersNA, PAL, InterchannelJP","2006-02-22NA","✔","✔","✔"
"Togainu no Chi: True Blood","Kadokawa Games","Kadokawa Games","2008-05-29JP","✔","",""
"Tokimeki Memorial 2: Music Video Clips: Circus de Ai Imashou","Konami","Konami","2002-04-18JP","✔","",""
"Tokimeki Memorial 3","Konami","Konami","2001-12-20JP","✔","",""
"Tokimeki Memorial Girl's Side","Konami","Konami","2002-06-20JP","✔","",""
"Tokimeki Memorial Girl's Side: 2nd Kiss","Konami","Konami","2006-08-03JP","✔","",""
"Tokobot Plus: Mysteries of the Karakuri•Korobot AdventureJP","Tecmo","TecmoJP, NA, Take-Two InteractivePAL","2006-10-24NA","✔","✔","✔"
"The Tokudane•Simple 2000 Series Vol. 75: The TokudaneJP","Tomcat System","D3 Publisher","2005-03-31JP","✔","",""
"Tokyo Bus Annai•SuperLite 2000: Tokyo Bus AnnaiJP","Fortyfive","Success","2001-05-10JP","✔","",""
"Tokyo Bus Annai 2•SuperLite 2000: Tokyo Bus Annai 2JP","Success","Success","2005-09-08JP","✔","",""
"Tokyo Majin Gakuen: Kaihoujyou Kefurokou","Marvelous Entertainment","Marvelous Entertainment","2004-08-12JP","✔","",""
"Tokyo Road Race•Battle Gear 2JP","Taito","TaitoJP, Midas Interactive EntertainmentEU","2001-03-22JP","✔","✔",""
"Tokyo Xtreme Racer: 3•Shutokou Battle 01JP","Genki","GenkiJP, Crave EntertainmentNA","2003-07-24JP","✔","","✔"
"Tokyo Xtreme Racer: Drift•Kaido Battle: Nikko, Haruna, Rokko, HakoneJP","Genki","GenkiJP, Crave EntertainmentNA","2003-02-27JP","✔","","✔"
"Tokyo Xtreme Racer: Drift 2•Kaido Racer 2PAL•Kaido: Touge no DensetsuJP","Genki","GenkiJP, KonamiPAL, Crave EntertainmentNA","2005-07-28JP","✔","✔","✔"
"Tokyo Xtreme Racer: Zero•Shutokou Battle 0JP•Tokyo Xtreme RacerEU","Genki","GenkiJP, Crave EntertainmentEU, NA","2001-03-15JP","✔","✔","✔"
"Tom and Jerry in War of Whiskers•Tom & Jerry: Hige Hige DaisensouJP","VIS Entertainment","NewKidCoNA, UbisoftEU, SuccessJP","2002-10-22NA","✔","✔","✔"
"Tom Clancy's Ghost Recon","Red Storm Entertainment","Ubisoft","2002-12-01NA","✔","✔","✔"
"Tom Clancy's Ghost Recon 2","Red Storm Entertainment","Ubisoft","2004-11-26EU","✔","✔","✔"
"Tom Clancy's Ghost Recon Advanced Warfighter","Ubisoft Paris","Ubisoft","2006-03-28NA","✔","✔","✔"
"Tom Clancy's Ghost Recon: Jungle Storm","Red Storm Entertainment","Ubisoft","2004-03-12EU","✔","✔","✔"
"Tom Clancy's Rainbow Six 3","Ubisoft Shanghai","Ubisoft","2004-03-24NA","✔","✔","✔"
"Tom Clancy's Rainbow Six: Lockdown","Red Storm Entertainment","Ubisoft","2005-09-06NA","","✔","✔"
"Tom Clancy's Splinter Cell","Ubisoft Shanghai","Ubisoft","2003-03-28EU","✔JP, KO","✔","✔"
"Tom Clancy's Splinter Cell: Chaos Theory","Ubisoft Montreal","Ubisoft","2005-03-28NA","✔","✔","✔"
"Tom Clancy's Splinter Cell: Double Agent•Tom Clancy's Splinter Cell Nijuu SpyJP","Ubisoft Montreal","Ubisoft","2006-10-24NA","✔","✔","✔"
"Tom Clancy's Splinter Cell: Pandora Tomorrow","Ubisoft Shanghai","Ubisoft","2004-06-11EU","✔","✔","✔"
"Tomak: Save the Earth","Seed9 Entertainment","Sunsoft","2002-12-19JP","✔","",""
"Tomak: Save the Earth – Complete Edition","Seed9 Entertainment","Seed9 Entertainment","2003-01-23KO","✔KO","",""
"Tomb Raider: The Angel of Darkness•Tomb Raider: Utsukushiki TouboushaJP","Core Design","Eidos Interactive","2003-06-20NA","✔JP, KO","✔","✔"
"Tomb Raider: Anniversary","Crystal Dynamics","Eidos Interactive","2007-06-01EU","✔","✔","✔"
"Tomb Raider: Legend","Crystal Dynamics","Eidos InteractiveNA, PAL, SpikeJP","2006-04-07EU","✔","✔","✔"
"Tomb Raider: Underworld","Buzz Monkey Software","Eidos InteractiveNA, PAL, SpikeJP","2009-01-23EU","✔","✔","✔"
"Tomoyo After: It's a Wonderful Life – CS Edition","Key","Prototype","2007-01-25JP","✔","",""
"Tony Hawk's American Wasteland","Neversoft","Activision","2005-10-18NA","","✔","✔"
"Tony Hawk's Downhill Jam","SuperVillain Studios","Activision","2007-05-08NA","","✔","✔"
"Tony Hawk's Pro Skater 3","Neversoft","Activision","2001-10-28NA","✔","✔","✔"
"Tony Hawk's Pro Skater 4","Neversoft","Activision","2002-10-23NA","✔","✔","✔"
"Tony Hawk's Project 8","Shaba Games","Activision","2006-11-07NA","","✔","✔"
"Tony Hawk's Proving Ground","Page 44 Studios","Activision","2007-10-15NA","","✔","✔"
"Tony Hawk's Underground","Neversoft","Activision","2003-10-27NA","","✔","✔"
"Tony Hawk's Underground 2","Neversoft","Activision","2004-10-04NA","","✔","✔"
"Top Angler•Real Bass Fishing: Top AnglerJP","SIMS","SIMSJP, Xicat InteractiveNA, THQEU","2002-03-07JP","✔","✔","✔"
"Top Gear: Dare Devil","Papaya Studio","Kemco","2000-12-11NA","✔","","✔"
"Top Gun","Atomic Planet Entertainment","Blast! Entertainment","2007-10-05EU","","✔",""
"Top Gun: Combat Zones•Top Gun: Ace of the SkyJP","Titus Software","Titus Software","2001-10-21NA","✔","✔","✔"
"Top o Nerae! GunBuster","Shade","Bandai","2005-02-03JP","✔","",""
"Top Spin","PAM Development","2K Sports","2005-09-26NA","","✔","✔"
"Top Trumps: Doctor Who","Rockpool Games","Eidos Interactive","2008-05-16EU","","✔",""
"Top Trumps Adventures: Dogs and Dinosaurs","Ironstone Partners","Ubisoft","2007-10-12EU","","✔",""
"Top Trumps Adventures: Horror and Predators","Ironstone Partners","Ubisoft","2007-10-12EU","","✔",""
"Topai! Dramatic Mahjong•Simple 2000 Ultimate Series Vol. 14: Topai! Dramatic MahjongJP","Agenda","D3 Publisher","2003-12-11JP","✔","",""
"Torakapuu! Dash!!","Pulltop","Well Made","2003-07-17JP","✔","",""
"Tori no Hoshi: Aerial Planet","Nippon Ichi Software","Nippon Ichi Software","2008-02-28JP","✔","",""
"Torikago no Mukougawa","Takuyo","Takuyo","2006-07-27JP","✔","",""
"Torino 2006","49Games","2K Sports","2006-01-24NA","","✔","✔"
"Toro to Kyuujitsu","Sony Computer Entertainment","Sony Computer Entertainment","2001-11-29JP","✔","",""
"Torrente 3: The Protector","Virtual Toys","Virgin Play","2006-02-01EU","","✔",""
"Total Club Manager 2004•Football Manager 2004EU•LFP Manager 2004FR","Budcat Creations","Electronic Arts","2003-12-12EU","","✔",""
"Total Club Manager 2005•Football Manager 2005EU•LFP Manager 2005FR","Budcat Creations","Electronic Arts","2004-10-29EU","","✔",""
"Total Immersion Racing","Razorworks","Empire Interactive","2002-11-01EU","","✔","✔"
"Total Overdose: A Gunslinger's Tale in Mexico•Total OverdoseEU","Deadline Games","Eidos Interactive","2005-09-16EU","","✔","✔"
"Totally Spies! Totally Party","Mad Monkey","UbisoftPAL, Valcon GamesNA","2007-10-18AU","","✔","✔"
"The Toubou Prisoner•Simple 2000 Series Vol. 110: The Toubou PrisonerJP","Tamsoft","D3 Publisher","2006-10-12JP","✔","",""
"Toudai Shogi: Jouseki Dojo Kanketsuhen","Mycom","Mycom","2004-09-09JP","✔","",""
"Toudai Shogi: Shikenbisha Dojo","Mycom","Mycom","2000-12-07JP","✔","",""
"Tough: Dark Fight","Konami","Konami","2005-12-01JP","✔","",""
"Touka Gettan: Koufuu no Ryouou","Root","Kadokawa Games","2009-10-01JP","✔","",""
"Toukon Inoki Michi: Puzzle de Daa!","Matrix Software","Pacific Century Cyber Works","2002-12-19JP","✔","",""
"Tourist Trophy","Polyphony Digital","Sony Computer Entertainment","2006-02-02JP","✔","✔","✔"
"The Tousou Highway 2: Road Warrior 2050•Simple 2000 Series Vol. 112: The Tousou Highway 2: Road Warrior 2050JP","Tamsoft","D3 Publisher","2006-12-28JP","✔","",""
"Towa no Sakura","Vingt-et-un Systems","Idea Factory","2007-09-27JP","✔","",""
"Toy Golf Extreme","Zoo Digital Publishing","Zoo Digital Publishing","2008-03-14EU","","✔",""
"The Toys Room","Phoenix Games","Phoenix Games","2006EU","","✔",""
"Train Kit for A-Ressha de Ikou 2001 (Expansion)","Artdink","Artdink","2001-07-26JP","✔","",""
"Train Simulator + Densha de Go! Tokyo Kyuukouhen","Ongakukan","Ongakukan","2003-12-18JP","✔","",""
"Train Simulator: Keisei – Toei – Keikyu","Ongakukan","Ongakukan","2005-08-25JP","✔","",""
"Train Simulator: Kyuushuu Shinkansen","Ongakukan","Ongakukan","2005-09-28JP","✔","",""
"Train Simulator Midousuji-Sen","Ongakukan","Ongakukan","2003-10-22JP","✔","",""
"Transformers","Winkysoft","Takara","2003-10-30JP","✔","",""
"Transformers","Melbourne House","Atari","2004-05-07EU","","✔","✔"
"Transformers: The Game","Traveller's Tales","Activision","2007-06-26NA","✔JP, KO","✔","✔"
"Transformers: Revenge of the Fallen","Krome Studios","Activision","2009-06-23NA","","✔","✔"
"Transworld Skateboarder","Phoenix Games","Phoenix Games","2007-01-26EU","","✔",""
"Transworld Surf","Rockstar San Diego","Infogrames","2002-04-30NA","","✔","✔"
"Trapt•Kagero 2: Dark IllusionJP","Tecmo","TecmoJP, NA, Take-Two InteractiveEU","2005-06-30JP","✔","✔","✔"
"Triangle Again","KiKi Co., Ltd.","MIG Entertainment","2003-01-09JP","✔","",""
"Triangle Again 2","KiKi Co., Ltd.","MIG Entertainment","2003-06-26JP","✔","",""
"Tribes: Aerial Assault","Inevitable Entertainment","Sierra Entertainment","2002-09-23NA","","","✔"
"Trigger Man","Point of View","Crave EntertainmentNA, Play It!EU","2004-10-05NA","","✔","✔"
"Triggerheart Exelica Enhanced","Alchemist","Alchemist","2009-03-26JP","✔","",""
"Triple Play 2002","Pandemic Studios","Electronic Arts","2002-03-11NA","✔","","✔"
"Triple Play Baseball","EA Sports","EA Sports","2001-03-12NA","","","✔"
"Trivial Pursuit","EA Bright Light","Electronic Arts","2009-03-10NA","","✔","✔"
"Trivial Pursuit: Unhinged•Trivial Pursuit: UnlimitedEU","Artech Studios","Atari","2004-03-24NA","","✔","✔"
"Trouble Fortune Company * Happy Cure","Primavera","Primavera","2007-01-25JP","✔","",""
"Truck Kyousokyoku","Namco, Metro","Metro","2000-12-14JP","✔","",""
"Truck Racer","Brain in a Jar","Nordic Games","2009-06-25EU","","✔",""
"Truck Racing 2","Brain in a Jar","Midas Interactive Entertainment","2005-10-28EU","","✔",""
"True Crime: New York City","Luxoflux","ActivisionEU, NA, SpikeJP","2005-11-15NA","✔","✔","✔"
"True Crime: Streets of LA","Luxoflux","ActivisionEU, NA, CapcomJP","2003-11-03NA","✔","✔","✔"
"True Fortune","Enterbrain","Enterbrain","2008-09-25JP","✔","",""
"True Love Story 3","Enterbrain","Enterbrain","2001-04-05JP","✔","",""
"True Love Story: Summer Days, and Yet...","Enterbrain","Enterbrain","2003-07-24JP","✔","",""
"True Tears","La'cryma","Sweets","2008-08-07JP","✔","",""
"Tsugunai: Atonement•TsugunaiJP","Cattle Call","Sony Computer EntertainmentJP, AtlusNA","2001-02-22JP","✔","","✔"
"Tsuki no Hikari: Shizumeru Kane no Satsujin","Open Sesame","Victor Interactive Software","2002-05-23JP","✔","",""
"Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary","August","Alchemist","2004-10-07JP","✔","",""
"Tsuki wa Kirisaku","Idea Factory","Idea Factory","2005-02-24JP","✔","",""
"Tsuyo Kiss 2 Gakki: Swift Love","Revolution","Revolution","2009-07-30JP","✔","",""
"Tsuyo Kiss: Mighty Heart","PrincessSoft","PrincessSoft","2006-05-25JP","✔","",""
"TT Superbikes Legends","Jester Interactive","Jester Interactive","2008-11-28EU","","✔",""
"Turbo Trucks","Phoenix Games","Phoenix Games","2006EU","","✔",""
"Turok: Evolution","Acclaim Studios Austin","Acclaim Entertainment","2002-08-28NA","","✔","✔"
"Twenty 2 Party•Simple 2000 Series Vol. 18: The Party SugorokuJP","Japan Art Media","D3 PublisherJP, 505 Game StreetEU","2002-12-19JP","✔","✔",""
"Twin Caliber","Rage Software","Rage Software","2002-11-01EU","","✔",""
"Twinkle Star Sprites: La Petite Princesse","SNK Playmore","SNK Playmore","2005-07-28JP","✔","",""
"Twisted Metal: Black","Incognito Entertainment","Sony Computer Entertainment","2001-06-18NA","","✔","✔"
"Twisted Metal: Black Online","Incognito Entertainment","Sony Computer Entertainment","2002-08-27NA","","✔","✔"
"Twisted Metal: Head-On – Extra Twisted Edition","Eat Sleep Play","Sony Computer Entertainment","2008-02-05NA","","","✔"
"Ty the Tasmanian Tiger","Krome Studios","Electronic Arts","2002-10-09NA","","✔","✔"
"Ty the Tasmanian Tiger 2: Bush Rescue","Krome Studios","Electronic Arts","2004-10-12NA","","✔","✔"
"Ty the Tasmanian Tiger 3: Night of the Quinkan","Krome Studios","Activision","2005-10-12NA","","✔AU","✔"
"Typing Kengo: Musashi no Ken","Racjin","Sunsoft","2002-01-17JP","✔","",""
"The Typing of the Dead: Zombie Panic","Sega","Sega","2004-12-22JP","✔","",""
"Typing Renai Hakusho: Boys Be...","Racjin","Sunsoft","2002-03-14JP","✔","",""
"U-Move Super Sports","Konami","Konami","2004-07-15JP","✔","",""
"Uchu-jintte Naani?","Taito","Taito","2001-09-27JP","✔","",""
"Uchuu Keiji Tamashii: The Space Sheriff Spirits","Digifloyd","Bandai","2006-05-25JP","✔","",""
"Uchuu no Stellvia","Digifloyd","Bandai","2004-01-22JP","✔","",""
"Uchuu Senkan Yamato: Ankoku Seidan Teikoku no Gyakushuu","Bandai","Bandai","2005-01-27JP","✔","",""
"Uchuu Senkan Yamato: Iscandar he no Tsuioku","Bandai","Bandai","2004-10-06JP","✔","",""
"Uchuu Senkan Yamato: Nijuu Ginga no Houkai","Bandai","Bandai","2005-04-07JP","✔","",""
"The Uchuujin to Hanashi Sou!•Simple 2000 Series Vol. 59: The Uchuujin to Hanashi Sou!JP","Taito","D3 Publisher","2004-08-26JP","✔","",""
"UEFA Challenge","Infogrames","Infogrames","2001-06-29EU","","✔",""
"UEFA Champions League 2004–2005","EA Canada","EA Sports","2005-02-04EU","","✔",""
"UEFA Champions League 2006–2007","EA Canada","EA Sports","2007-03-20NA","","✔","✔"
"UEFA Champions League Season 2001/2002","Silicon Dreams","Take-Two Interactive","2002-02-01EU","","✔",""
"UEFA Euro 2004","EA Canada","EA Sports","2004-05-04NA","","✔","✔"
"UEFA Euro 2008: Austria-Switzerland","EA Canada","EA Sports","2008-04-17PAL","","✔","✔"
"Ueki no Housoku: Taosu ze Robert Juudan!!","Bandai","Bandai","2006-01-26JP","✔","",""
"UFC: Sudden Impact","Opus","Global Star SoftwareNA, Marvelous EntertainmentJP","2004-04-21NA","✔","","✔"
"UFC: Throwdown","Crave Entertainment","Crave EntertainmentKO, NA, CapcomJP, UbisoftEU","2002-06-03NA","✔JP, KO","✔","✔"
"Ultimate Beach Soccer","Pam Development","DreamCatcher InteractiveNA, Wanadoo EditionEU","2003-08-29EU","","✔","✔"
"Ultimate Board Game Collection","Jack of All Games","Valcon GamesNA, Empire InteractiveEU","2006-07-11NA","","✔","✔"
"Ultimate Casino•Simple 2000 Honkaku Shikou Series Vol. 6: The CardJP","Amedio","D3 PublisherJP, 505 Game StreetEU","2003-11-06JP","✔","✔",""
"Ultimate Mind Games•Simple 2000 Series Vol. 10: The Table Game SekaihenJP","Yuki","D3 PublisherJP, Midas Interactive EntertainmentEU","2002-09-12JP","✔","✔",""
"The Ultimate Music Quiz","Oxygen Games","Liquid Games","2005-10-14EU","","✔",""
"Ultimate Pro Pinball","Atomic Planet Entertainment","XplosivEU, TaitoJP","2005-07-22EU","✔","✔",""
"Ultimate Spider-Man","Treyarch","ActivisionNA, PAL, TaitoJP","2005-09-22NA","✔","✔","✔"
"The Ultimate Sport Quiz","Oxygen Games","Liquid Games","2005EU","","✔",""
"The Ultimate Trivia Quiz","Oxygen Games","Liquid Games","2006-02-24EU","","✔",""
"The Ultimate TV & Film Quiz","Oxygen Games","Liquid Games","2005EU","","✔",""
"The Ultimate World Cup Quiz","Oxygen Games","Liquid Games","2006-05-12EU","","✔",""
"Ultraman","KAZe","Bandai","2004-05-20JP","✔","",""
"Ultraman Fighting Evolution 2","Banpresto","Banpresto","2002-10-31JP","✔","",""
"Ultraman Fighting Evolution 3","Banpresto","Banpresto","2004-12-02JP","✔","",""
"Ultraman Fighting Evolution Rebirth","Banpresto","Banpresto","2005-10-27JP","✔","",""
"Ultraman Nexus","Bandai","Bandai","2005-05-26JP","✔","",""
"Umisho","5pb","5gk","2007-11-22JP","✔","",""
"Under the Moon: Crescent","Sugar Beans","Dimple Entertainment","2009-06-25JP","✔","",""
"Under the Skin•Meiwaku Seijin: Panic MakerJP","Capcom","Capcom","2004-08-05JP","✔","✔","✔"
"Underworld: The Eternal War","Lucky Chicken Games","Play it!","2004-01-09EU","","✔",""
"Unison: Rebels of Rhythm & Dance","Tecmo","Tecmo","2000-11-30JP","✔","","✔"
"Unlimited SaGa","SquareSoft","SquareSoftJP, Square EnixNA, AtariEU","2002-12-19JP","✔","✔","✔"
"Uno•SuperLite 2000 Table: UnoJP","Success","Success","2004-03-11JP","✔","",""
"The Unou Drill•Simple 2000 Series Vol. 93: The Unou DrillJP","Luxe","Success","2006-03-09JP","✔","",""
"Unreal Tournament","Epic Games, Digital Extremes","Infogrames","2000-10-26NA","","✔","✔"
"Up","Asobo Studio","THQ","2009-05-26NA","","✔","✔"
"Uragiri wa Boku no Namae o Shitteiru","Kadokawa Games","Kadokawa Games","2010-10-28JP","✔","",""
"Urawaza Ikasa Mahjong Machi•Simple 2000 Ultimate Series Vol. 4: Urawaza Ikasa Mahjong MachiJP","Agenda","D3 Publisher","2002-10-24JP","✔","",""
"Urban Chaos: Riot Response","Rocksteady Studios","Eidos InteractiveEU, NA, SpikeJP","2006-05-19EU","✔","✔","✔"
"Urban Constructor","Phoenix Games","Phoenix Games","2005-09-30EU","","✔",""
"Urban Extreme","Data Design Interactive","Metro3D","2006-06-23EU","","✔",""
"Urban Freestyle Soccer","Silicon Dreams","Acclaim Entertainment","2004-02-13EU","","✔",""
"Urban Reign","Namco","Namco","2005-09-13NA","✔JP, KO","✔","✔"
"The Urbz: Sims in the City","Maxis","Electronic Arts","2004-11-09NA","✔","✔","✔"
"Ururun Quest: Koiyuuki•Simple 2000 Ultimate Series Vol. 33: Ururun Quest: KoiyuukiJP","Vingt-et-un Systems","D3 Publisher","2005-07-28JP","✔","",""
"US Open 2002","Strategy First","Taito","2003-02-06JP","✔","",""
"USA Racer","Davilex Games","Davilex Games","2002-06-14EU","","✔",""
"Usagi: Yasei no Topai","DigiCube","DigiCube","2002-06-27JP","✔","",""
"Usagi: Yasei no Topai – The Arcade","DigiCube","DigiCube","2003-03-27JP","✔","",""
"Usagi: Yasei no Topai The Arcade – Yamashiro Mahjong-Hen","Warashi","Taito","2004-09-16JP","✔","",""
"Usagi: Yasei no Topai – Yamashiro Mahjong-Hen","Sammy Studios","Sammy Studios","2003-11-27JP","✔","",""
